"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2007","Czech Republic","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2007","Czech Republic","Current prices, million euro","Gross domestic product at market prices","138,302.9",""
"2007","Czech Republic","Chain linked volumes (2010), million euro","Gross domestic product at market prices","156,760.3",""
"2007","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.8",""
"2007","Denmark","Current prices, million euro","Gross domestic product at market prices","233,383.2",""
"2007","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","252,307.4",""
"2007","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.7",""
"2007","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,513,230.0",""
"2007","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,598,378.4",""
"2007","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","121.2",""
"2007","Estonia","Current prices, million euro","Gross domestic product at market prices","16,246.4",""
"2007","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","17,843.4",""
"2007","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.2",""
"2007","Ireland","Current prices, million euro","Gross domestic product at market prices","197,201.7",""
"2007","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","179,675.3",""
"2007","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.9",""
"2007","Greece","Current prices, million euro","Gross domestic product at market prices","232,694.6",""
"2007","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","250,719.6",""
"2007","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.5",""
"2007","Spain","Current prices, million euro","Gross domestic product at market prices","1,080,807.0",""
"2007","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,108,450.0",""
"2007","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.8",""
"2007","France","Current prices, million euro","Gross domestic product at market prices","1,945,670.0",""
"2007","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,015,415.0",""
"2007","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.3",""
"2007","Croatia","Current prices, million euro","Gross domestic product at market prices","43,925.8",""
"2007","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","48,433.4",""
"2007","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.1",""
"2007","Italy","Current prices, million euro","Gross domestic product at market prices","1,609,550.8",""
"2007","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,687,143.2",""
"2007","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.7",""
"2007","Cyprus","Current prices, million euro","Gross domestic product at market prices","17,591.0",""
"2007","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","18,670.8",""
"2007","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","126.1",""
"2007","Latvia","Current prices, million euro","Gross domestic product at market prices","22,679.3",""
"2007","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","22,429.8",""
"2007","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","112.5",""
"2007","Lithuania","Current prices, million euro","Gross domestic product at market prices","29,040.7",""
"2007","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","31,542.0",""
"2007","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.0",""
"2007","Luxembourg","Current prices, million euro","Gross domestic product at market prices","37,178.9",""
"2007","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","40,579.2",""
"2007","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.4",""
"2007","Hungary","Current prices, million euro","Gross domestic product at market prices","102,169.1",""
"2007","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","104,200.9",""
"2007","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","95.8",""
"2007","Malta","Current prices, million euro","Gross domestic product at market prices","5,757.5",""
"2007","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,323.0",""
"2007","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.8",""
"2007","Netherlands","Current prices, million euro","Gross domestic product at market prices","613,280.0",""
"2007","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","636,346.9",""
"2007","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.6",""
"2007","Austria","Current prices, million euro","Gross domestic product at market prices","283,978.0",""
"2007","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","297,579.1",""
"2007","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","90.0",""
"2007","Poland","Current prices, million euro","Gross domestic product at market prices","313,874.0",""
"2007","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","325,785.2",""
"2007","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.9",""
"2007","Portugal","Current prices, million euro","Gross domestic product at market prices","175,467.7",""
"2007","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","181,635.3",""
"2007","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
"2007","Romania","Current prices, million euro","Gross domestic product at market prices","125,403.4",""
"2007","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","126,759.6",""
"2007","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.7",""
"2007","Slovenia","Current prices, million euro","Gross domestic product at market prices","35,152.6",""
"2007","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","37,596.7",""
"2007","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","95.3",""
"2007","Slovakia","Current prices, million euro","Gross domestic product at market prices","56,241.6",""
"2007","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","64,396.9",""
"2007","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.1",""
"2007","Finland","Current prices, million euro","Gross domestic product at market prices","186,584.0",""
"2007","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","196,623.0",""
"2007","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.1",""
"2007","Sweden","Current prices, million euro","Gross domestic product at market prices","356,434.3",""
"2007","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","369,320.5",""
"2007","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.1",""
"2007","United Kingdom","Current prices, million euro","Gross domestic product at market prices","2,245,324.0",""
"2007","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,899,133.1",""
"2007","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.1",""
"2007","Iceland","Current prices, million euro","Gross domestic product at market prices","15,584.3",""
"2007","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,970.1",""
"2007","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2007","Liechtenstein","Current prices, million euro","Gross domestic product at market prices",":",""
"2007","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2007","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.5",""
"2007","Norway","Current prices, million euro","Gross domestic product at market prices","293,273.4",""
"2007","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","325,786.6",""
"2007","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.2",""
"2007","Switzerland","Current prices, million euro","Gross domestic product at market prices","350,695.6",""
"2007","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","428,721.6",""
"2007","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2007","Montenegro","Current prices, million euro","Gross domestic product at market prices",":",""
"2007","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2007","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Gross domestic product at market prices","92.1",""
"2007","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","6,094.5",""
"2007","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,544.0",""
"2007","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","86.8",""
"2007","Albania","Current prices, million euro","Gross domestic product at market prices","7,809.8",""
"2007","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7,807.9",""
"2007","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.4",""
"2007","Serbia","Current prices, million euro","Gross domestic product at market prices","29,451.6",""
"2007","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","28,989.3",""
"2007","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","95.9",""
"2007","Turkey","Current prices, million euro","Gross domestic product at market prices","492,841.2",""
"2007","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","557,297.0",""
"2007","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.9",""
"2007","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices",":",""
"2007","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices",":",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2008","European Union (28 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.4",""
"2008","European Union (28 countries)","Current prices, million euro","Gross domestic product at market prices","13,068,112.6",""
"2008","European Union (28 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,134,116.8",""
"2008","European Union (15 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.4",""
"2008","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","12,002,112.3",""
"2008","European Union (15 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12,100,101.1",""
"2008","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.5",""
"2008","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","9,496,501.4",""
"2008","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,655,748.1",""
"2008","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.6",""
"2008","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","9,636,072.5",""
"2008","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,795,069.3",""
"2008","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.5",""
"2008","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,433,415.3",""
"2008","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,590,978.5",""
"2008","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.6",""
"2008","Belgium","Current prices, million euro","Gross domestic product at market prices","354,065.9",""
"2008","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","363,540.2",""
"2008","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.4",""
"2008","Bulgaria","Current prices, million euro","Gross domestic product at market prices","37,200.1",""
"2008","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","39,134.3",""
"2008","Czech Republic","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.7",""
"2008","Czech Republic","Current prices, million euro","Gross domestic product at market prices","161,313.1",""
"2008","Czech Republic","Chain linked volumes (2010), million euro","Gross domestic product at market prices","160,965.0",""
"2008","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.2",""
"2008","Denmark","Current prices, million euro","Gross domestic product at market prices","241,613.5",""
"2008","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","251,015.5",""
"2008","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.8",""
"2008","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,561,740.0",""
"2008","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,626,501.1",""
"2008","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","114.7",""
"2008","Estonia","Current prices, million euro","Gross domestic product at market prices","16,517.3",""
"2008","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","16,876.4",""
"2008","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.0",""
"2008","Ireland","Current prices, million euro","Gross domestic product at market prices","187,756.2",""
"2008","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","172,603.4",""
"2008","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.6",""
"2008","Greece","Current prices, million euro","Gross domestic product at market prices","241,990.4",""
"2008","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","249,879.3",""
"2008","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.7",""
"2008","Spain","Current prices, million euro","Gross domestic product at market prices","1,116,225.0",""
"2008","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,120,839.0",""
"2008","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.0",""
"2008","France","Current prices, million euro","Gross domestic product at market prices","1,995,850.0",""
"2008","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,019,351.0",""
"2008","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.5",""
"2008","Croatia","Current prices, million euro","Gross domestic product at market prices","48,129.8",""
"2008","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","49,428.0",""
"2008","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.0",""
"2008","Italy","Current prices, million euro","Gross domestic product at market prices","1,632,150.8",""
"2008","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,669,421.4",""
"2008","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.5",""
"2008","Cyprus","Current prices, million euro","Gross domestic product at market prices","19,006.2",""
"2008","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","19,392.3",""
"2008","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","121.6",""
"2008","Latvia","Current prices, million euro","Gross domestic product at market prices","24,354.8",""
"2008","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","21,634.1",""
"2008","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","115.5",""
"2008","Lithuania","Current prices, million euro","Gross domestic product at market prices","32,696.3",""
"2008","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","32,371.0",""
"2008","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.7",""
"2008","Luxembourg","Current prices, million euro","Gross domestic product at market prices","38,128.6",""
"2008","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","40,059.9",""
"2008","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.3",""
"2008","Hungary","Current prices, million euro","Gross domestic product at market prices","108,121.5",""
"2008","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","105,092.3",""
"2008","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.0",""
"2008","Malta","Current prices, million euro","Gross domestic product at market prices","6,128.7",""
"2008","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,534.6",""
"2008","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.5",""
"2008","Netherlands","Current prices, million euro","Gross domestic product at market prices","639,163.0",""
"2008","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","647,158.8",""
"2008","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.0",""
"2008","Austria","Current prices, million euro","Gross domestic product at market prices","293,761.9",""
"2008","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","301,925.0",""
"2008","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.9",""
"2008","Poland","Current prices, million euro","Gross domestic product at market prices","366,182.3",""
"2008","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","339,629.8",""
"2008","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.1",""
"2008","Portugal","Current prices, million euro","Gross domestic product at market prices","178,872.6",""
"2008","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","181,997.2",""
"2008","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.5",""
"2008","Romania","Current prices, million euro","Gross domestic product at market prices","142,396.3",""
"2008","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","137,482.2",""
"2008","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.1",""
"2008","Slovenia","Current prices, million euro","Gross domestic product at market prices","37,951.2",""
"2008","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","38,837.5",""
"2008","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.7",""
"2008","Slovakia","Current prices, million euro","Gross domestic product at market prices","66,002.8",""
"2008","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","68,022.3",""
"2008","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.8",""
"2008","Finland","Current prices, million euro","Gross domestic product at market prices","193,711.0",""
"2008","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","198,040.0",""
"2008","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.5",""
"2008","Sweden","Current prices, million euro","Gross domestic product at market prices","352,317.1",""
"2008","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","367,263.2",""
"2008","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.6",""
"2008","United Kingdom","Current prices, million euro","Gross domestic product at market prices","1,974,766.4",""
"2008","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,890,158.9",""
"2008","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.0",""
"2008","Iceland","Current prices, million euro","Gross domestic product at market prices","10,797.6",""
"2008","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,152.1",""
"2008","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2008","Liechtenstein","Current prices, million euro","Gross domestic product at market prices",":",""
"2008","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2008","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.0",""
"2008","Norway","Current prices, million euro","Gross domestic product at market prices","317,230.3",""
"2008","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","327,353.0",""
"2008","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.3",""
"2008","Switzerland","Current prices, million euro","Gross domestic product at market prices","378,248.1",""
"2008","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","437,959.2",""
"2008","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2008","Montenegro","Current prices, million euro","Gross domestic product at market prices",":",""
"2008","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2008","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.1",""
"2008","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","6,772.1",""
"2008","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,902.0",""
"2008","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.3",""
"2008","Albania","Current prices, million euro","Gross domestic product at market prices","8,800.3",""
"2008","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","8,393.5",""
"2008","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.6",""
"2008","Serbia","Current prices, million euro","Gross domestic product at market prices","33,704.5",""
"2008","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","30,545.1",""
"2008","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.7",""
"2008","Turkey","Current prices, million euro","Gross domestic product at market prices","521,812.2",""
"2008","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","562,007.6",""
"2008","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.2",""
"2008","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices",":",""
"2008","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.4",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","3,882.8",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","4,113.0",""
"2009","European Union (28 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.9",""
"2009","European Union (28 countries)","Current prices, million euro","Gross domestic product at market prices","12,312,076.9",""
"2009","European Union (28 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12,563,884.7",""
"2009","European Union (15 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.9",""
"2009","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","11,364,400.6",""
"2009","European Union (15 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,565,723.0",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.9",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","9,231,678.6",""
"2009","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,292,346.5",""
"2009","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.0",""
"2009","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","9,291,508.6",""
"2009","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,352,850.9",""
"2009","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.0",""
"2009","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,106,677.2",""
"2009","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,166,778.8",""
"2009","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.3",""
"2009","Belgium","Current prices, million euro","Gross domestic product at market prices","348,781.1",""
"2009","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","355,349.0",""
"2009","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.7",""
"2009","Bulgaria","Current prices, million euro","Gross domestic product at market prices","37,317.7",""
"2009","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","37,731.0",""
"2009","Czech Republic","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.8",""
"2009","Czech Republic","Current prices, million euro","Gross domestic product at market prices","148,682.0",""
"2009","Czech Republic","Chain linked volumes (2010), million euro","Gross domestic product at market prices","153,234.6",""
"2009","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.2",""
"2009","Denmark","Current prices, million euro","Gross domestic product at market prices","231,278.1",""
"2009","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","238,699.4",""
"2009","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.1",""
"2009","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,460,280.0",""
"2009","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,478,921.7",""
"2009","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.8",""
"2009","Estonia","Current prices, million euro","Gross domestic product at market prices","14,145.9",""
"2009","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","14,391.4",""
"2009","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.2",""
"2009","Ireland","Current prices, million euro","Gross domestic product at market prices","170,096.9",""
"2009","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","164,617.4",""
"2009","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.8",""
"2009","Greece","Current prices, million euro","Gross domestic product at market prices","237,534.2",""
"2009","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","239,132.6",""
"2009","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0",""
